UF	Município	ID	Nº Processo	Vinculada	Termo/Nº Convênio	Ano Termo/Convênio	Programa	Fonte	Esfera	Tipologia	Situação da Obra	% Executado (Informado pelo Municípo	Última Vistoria Instituição	% Executado Empresa	Última Vistoria Empresa	Empresa realizadora da Supervisão	Restrições	Inconformidades
MG	Bertópolis	1585	23400005157200707	NÃO	830235	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Inacabada	90.13%	18/05/2016	73.25%	02/02/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MG	Boa Esperança	1586	23400007492200731	NÃO	710110	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	97.92%	30/10/2010	97.04%	16/05/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MG	Bocaiúva	1587	23400003511200751	NÃO	830363	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	31/07/2013	97.18%	03/10/2013	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
PB	Gurjão	1589	23400002168200727	NÃO	710225	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	24/04/2012	90.97%	31/05/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
BA	Bonito	1590	23400003520200822	NÃO	700070	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	99.86%	27/12/2014	70.55%	28/03/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
ES	Boa Esperança	1591	23400002358200744	NÃO	710109	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	28/04/2016	100.01%	12/06/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
ES	Bom Jesus do Norte	1592	23400007222200721	SIM	710144	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Execução	89.18%	08/07/2016	70.16%	25/06/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
RN	Pau dos Ferros	1602	23400000218200731	NÃO	830230	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	90.95%	30/05/2014	76.89%	12/11/2013	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
RN	Portalegre	1603	23400000196200718	NÃO	830001	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	97.87%	02/06/2014	96.68%	21/11/2013	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MG	Coração de Jesus	1604	23400005298200711	SIM	710002	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Inacabada	48.12%		56.58%	21/02/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
TO	Sampaio	1605	23400003296200798	NÃO	830431	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo C	Concluída	100.00%	03/07/2014	76.32%	25/03/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
BA	Wanderley	1606	23400003579200811	NÃO	700075	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Inacabada	66.39%	08/04/2016	63.32%	30/03/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
MG	Águas Vermelhas	1610	23400005230200732	SIM	710010	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Inacabada	71.22%		55.75%	19/02/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MG	Ressaquinha	1612	23400004619200761	NÃO	830107	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	99.39%	17/10/2012	95.90%	18/08/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MG	Ribeirão Vermelho	1614	23400002418200729	NÃO	830371	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	98.34%	23/03/2011	96.00%	20/08/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
CE	Itaiçaba	1616	23400005105200722	NÃO	830042	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Inacabada	84.39%	28/05/2014	54.53%	14/02/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
RN	Currais Novos	1618	23400003645200771	SIM	830274	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Execução	73.64%	16/08/2016	44.52%	16/09/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MG	Cristália	1625	23400002774200742	NÃO	830286	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	99.29%	09/09/2014	96.86%	23/03/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
PB	Maturéia	1626	23400007819200775	NÃO	710217	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	18/06/2012	80.17%	22/11/2013	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
MG	Muriaé	1627	23400004384200715	NÃO	830208	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	02/02/2012	93.94%	27/06/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MG	Nazareno	1628	23400005359200741	NÃO	830401	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	09/05/2012	95.20%	19/08/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
MG	Mata Verde	1630	23400003082200711	NÃO	830426	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Inacabada	86.36%	20/07/2015	85.97%	21/12/2013	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
RJ	Belford Roxo	1635	23400003079200706	NÃO	830117	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Inacabada	4.93%	19/10/2012	1.67%	10/09/2013	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
MG	Campestre	1639	23400001940200793	NÃO	710290	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	28/03/2014	93.33%	23/12/2013	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MA	Grajaú	1640	23400000932200819	NÃO	700114	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Inacabada	41.93%	18/06/2014	39.20%	27/09/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MG	Peçanha	1642	23400001082200787	NÃO	830194	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	98.55%	21/01/2016	53.87%	20/01/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
SP	Arco-Íris	1643	23400001190200750	NÃO	710028	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	99.95%	01/04/2015	98.37%	16/10/2013	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
SP	Auriflama	1645	23400003188200715	NÃO	830313	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	15/10/2012	99.85%	18/08/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
PA	Santarém	1646	23400005234200711	NÃO	710197	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	04/10/2013	95.96%	13/08/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
MG	Itanhandu	1652	23400002694200797	SIM	830191	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Inacabada	71.23%	28/07/2015	64.06%	28/01/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
MG	Itaúna	1654	23400000286200709	SIM	830059	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	21/09/2015	66.73%	14/11/2013	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
GO	Piracanjuba	1656	23400001699200701	NÃO	710212	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Inacabada	59.38%	06/07/2016	40.80%	18/02/2016	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
GO	Rio Verde	1657	23400007205200793	SIM	710091	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Execução	75.72%	02/08/2016	40.11%	01/03/2016	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
MG	Buenópolis	1660	23400003315200786	NÃO	830211	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	97.40%	30/05/2014	97.14%	19/03/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MG	Buritizeiro	1661	23400002770200764	NÃO	830003	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Inacabada	58.28%	28/09/2015	37.83%	20/08/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MG	Janaúba	1665	23400000319200711	NÃO	830150	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	31/08/2011	110.38%	09/12/2013	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
ES	Guaçuí	1666	23400005178200714	SIM	710251	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	99.84%	08/12/2015	93.48%	17/05/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
ES	Guarapari	1667	23400001252200812	NÃO	700079	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	28/09/2012	96.65%	02/04/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
SP	Tapiraí	1672	23400000397200715	NÃO	830215	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	05/02/2014	97.25%	18/03/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
SP	Tatuí	1673	23400004465200715	NÃO	700089	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	99.99%	29/07/2011	99.67%	17/06/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
SP	Turiúba	1675	23400004559200786	NÃO	830319	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	20/02/2014	99.18%	15/01/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
SP	Urânia	1676	23400004531200749	NÃO	710293	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	06/05/2013	99.33%	18/08/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
MG	São Romão	1678	23400003333200849	NÃO	700050	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Inacabada	74.17%	28/12/2015	62.27%	17/12/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MG	São Tiago	1679	23400001110200766	NÃO	830016	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	99.94%	02/03/2015	97.90%	10/02/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
MG	São Tomás de Aquino	1680	23400001291200721	NÃO	710009	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	18/02/2015	49.55%	11/02/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
PB	Riachão	1682	23400004181200800	SIM	700018	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Inacabada	15.99%		32.52%	25/09/2013	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
SP	Valinhos	1683	23400004523200701	NÃO	710276	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	02/09/2011	99.65%	19/06/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
SP	Vargem Grande do Sul	1684	23400002688200730	NÃO	710265	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	13/01/2014	99.69%	17/06/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
SE	Nossa Senhora do Socorro	1686	23400000372200711	NÃO	830155	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	30/10/2014	36.05%	18/12/2013	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
MG	Lagamar	1687	23400001305200714	NÃO	830405	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Inacabada	62.65%	08/04/2016	69.25%	23/03/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MG	Sem-Peixe	1689	23400003084200719	SIM	830302	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	99.99%	07/12/2015	72.97%	14/03/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
RJ	Cantagalo	1691	23400002371200701	SIM	710118	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Execução	96.62%	05/08/2016	40.54%	08/12/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
RN	Tangará	1695	23400003822200710	NÃO	830394	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	15/05/2012	91.27%	26/01/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
SC	Forquilhinha	1697	23400002846200751	NÃO	830195	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	08/07/2011	99.43%	27/11/2013	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
SP	Piquerobi	1703	23400007660200799	SIM	710071	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	13/08/2015	92.11%	24/06/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
RS	Santa Rosa	1706	23400003209200701	NÃO	710222	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	14/04/2016	99.76%	19/07/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
RS	Santiago	1707	23400004709200751	NÃO	830058	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	99.56%	20/12/2012	99.14%	18/06/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
RS	Santo Ângelo	1708	23400000898200793	NÃO	830055	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	22/10/2015	99.47%	18/07/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
RS	Santo Antônio da Patrulha	1709	23400001552200711	NÃO	710220	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	30/05/2014	99.71%	25/03/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
RS	São Borja	1710	23400003919200722	NÃO	710213	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	99.99%	30/03/2015	79.24%	19/02/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
RS	São José do Norte	1711	23400007484200795	NÃO	710134	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Inacabada	4.10%	16/07/2014	4.62%	06/03/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
MT	Araputanga	1719	23400003085200755	NÃO	830447	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	11/06/2014	100.00%	17/03/2014	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
MT	Barra do Bugres	1720	23400007553200761	NÃO	710029	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Inacabada	64.33%	07/06/2015	53.79%	15/01/2015	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
MT	Canarana	1723	23400007532200745	SIM	710022	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Inacabada	76.06%	16/07/2015	47.24%	13/11/2013	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
AL	São José da Tapera	1727	23400001226200886	NÃO	700041	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	94.11%	30/10/2014	92.64%	18/09/2013	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
MG	Tocantins	1729	23400002026200760	NÃO	700115	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	23/01/2014	97.76%	12/03/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MG	Três Corações	1730	23400003816200762	NÃO	830090	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	05/03/2015	95.27%	15/01/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
MG	Três Marias	1731	23400004611200702	NÃO	830380	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	99.82%	31/03/2014	96.00%	19/03/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
MG	Bicas	1732	23400007219200715	NÃO	710195	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	12/06/2012	91.99%	06/05/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
PR	Santo Inácio	1733	23400001132200815	SIM	700036	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	30/11/2015	95.09%	24/05/2016	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
RS	São Lourenço do Sul	1735	23400007853200740	SIM	710214	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Execução	95.09%	24/06/2016	95.67%	28/07/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
GO	Jaupaci	1736	23400002175200729	NÃO	710084	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Inacabada	73.46%	25/01/2016	89.43%	27/11/2013	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
GO	Joviânia	1737	23400002592200771	NÃO	830279	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	24/08/2012	95.65%	18/08/2015	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
GO	Mambaí	1738	23400002741200701	NÃO	710233	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	08/10/2010	95.63%	30/05/2016	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
GO	Matrinchã	1739	23400007547200711	NÃO	830437	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Inacabada	60.16%	02/01/2015	46.35%	27/08/2013	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
GO	Montividiu	1741	23400004388200795	NÃO	830335	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Inacabada	87.50%	23/04/2015	48.26%	09/01/2014	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
SP	Embu das Artes	1742	23400005283200753	NÃO	710238	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	09/12/2015	84.73%	16/12/2013	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
PR	Campina da Lagoa	1748	23400004658200768	NÃO	830203	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	16/01/2012	40.59%	18/08/2015	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
SP	Marília	1750	23400005466200779	SIM	830325	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	97.44%	15/07/2016	40.74%	26/06/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
RS	Ilópolis	1753	23400001237200785	NÃO	710250	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	26/03/2014	99.17%	12/02/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
RS	Jaguarão	1754	23400004685200731	SIM	710130	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	05/11/2015	94.63%	27/07/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
GO	Nova Crixás	1755	23400001274200793	NÃO	710112	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	15/06/2012	99.99%	27/07/2016	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
SP	Serrana	1758	23400007593200711	NÃO	710313	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	31/03/2015	98.07%	08/12/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
SP	Serra Negra	1759	23400005063200720	NÃO	710133	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	11/05/2012	99.94%	16/06/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
SC	São Ludgero	1760	23400002151200770	NÃO	710155	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	02/06/2014	92.30%	28/11/2013	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
SC	Siderópolis	1761	23400000306200733	NÃO	710301	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	99.29%	30/03/2012	97.63%	28/11/2013	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
SC	Tubarão	1764	23400002348200717	NÃO	710281	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	12/04/2012	95.97%	02/06/2016	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
PR	Maringá	1765	23400003167200708	NÃO	830250	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	08/04/2015	95.24%	24/11/2015	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
PR	Mariópolis	1766	23400001894200722	NÃO	710311	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	99.89%	30/05/2014	97.00%	27/02/2014	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
RS	Júlio de Castilhos	1769	23400004683200741	NÃO	830116	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	10/05/2013	99.82%	07/01/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
GO	Anápolis	1771	23400003207200711	NÃO	710099	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	14/09/2011	98.65%	02/06/2016	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
GO	Aparecida de Goiânia	1772	23400002957200768	NÃO	830407	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	10/03/2014	96.89%	20/02/2014	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
RN	Rodolfo Fernandes	1774	23400002908200725	SIM	830012	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	28/05/2016	51.94%	20/05/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
SE	Campo do Brito	1776	23400002702200703	SIM	700084	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	11/09/2014	56.80%	15/04/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
SE	Capela	1777	23400002905200791	SIM	830184	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Inacabada	78.17%		88.15%	29/08/2013	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
PB	Mato Grosso	1778	23400001225200831	NÃO	700011	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	25/05/2012	95.31%	13/12/2013	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
GO	Bom Jardim de Goiás	1780	23400001313200752	SIM	710267	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	96.55%	30/06/2015	77.30%	11/02/2015	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
SP	Sud Mennucci	1782	23400004333200785	NÃO	710157	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	22/12/2011	100.02%	17/06/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
SP	Tabapuã	1783	23400000289200734	NÃO	830255	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	04/09/2014	94.11%	07/11/2013	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
SC	Barra Velha	1784	23400004385200751	SIM	710258	2008	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	99.48%	15/05/2015	66.60%	11/11/2013	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
RS	Salvador das Missões	1785	23400002152200714	NÃO	830462	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	30/05/2015	99.75%	18/07/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
RS	Itaara	1786	23400004681200752	SIM	830048	2007	PROINFÂNCIA	CONVENIO	Municipal	Escola de Educação Infantil Tipo B	Concluída	98.51%	24/08/2016	93.70%	14/07/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
